department,region,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
0,17,1,3,1,35,3,3,0,0,47,0
0,15,1,0,1,30,2,8,1,1,50,0
4,15,1,3,1,29,3,2,0,0,68,0
0,6,1,3,1,28,5,2,1,0,50,0
1,2,0,3,1,48,5,15,1,0,61,0
3,2,1,3,1,31,3,3,0,0,79,0
0,1,1,3,1,26,1,3,1,0,50,0
0,27,1,0,2,24,,1,0,0,47,0
3,27,0,1,1,30,,1,1,0,76,0
1,8,0,0,1,38,3,2,1,0,61,0
0,31,1,0,1,27,5,3,1,0,49,0
3,2,0,3,1,49,1,24,0,0,77,0
3,11,0,3,1,32,,1,0,0,80,0
1,34,1,3,1,26,,1,0,0,65,0
0,2,0,3,1,35,5,7,0,0,48,0
6,2,0,3,2,46,3,3,0,0,59,0
4,22,1,3,1,34,2,6,0,0,69,0
6,22,0,0,2,30,1,3,1,0,59,0
4,2,0,0,1,53,1,11,0,0,67,0
0,4,1,0,1,49,3,17,0,0,48,0
4,27,0,3,1,35,3,5,0,0,68,0
9,22,1,3,1,34,4,4,0,0,83,0
0,30,1,3,7,26,2,5,0,0,46,0
0,1,1,0,2,29,,1,0,0,47,0
1,7,0,3,1,37,3,4,0,0,58,0
5,27,1,3,2,25,4,2,0,0,80,0
0,2,1,3,1,47,4,16,1,0,48,1
5,12,1,0,1,28,2,5,0,0,85,0
0,14,1,3,1,32,5,10,1,0,48,0
4,19,1,3,1,34,3,4,0,0,71,0
1,2,1,0,1,36,4,3,0,0,59,0
8,22,1,3,1,32,2,6,0,0,59,0
4,24,1,0,2,32,2,5,0,0,72,0
0,8,1,3,1,29,4,3,0,0,52,0
1,22,1,3,1,32,4,4,1,1,57,1
0,22,1,3,5,27,3,2,0,0,52,0
0,13,1,3,1,34,5,4,1,0,51,0
0,16,0,3,1,36,3,8,0,0,48,0
1,8,1,0,1,26,5,2,1,0,59,0
0,14,1,3,1,33,4,3,1,0,94,1
0,27,1,3,1,47,1,3,0,0,45,0
0,11,1,3,1,42,3,2,0,0,48,0
0,26,1,3,1,38,1,8,0,0,54,0
3,32,0,0,4,32,5,8,0,0,93,1
4,17,0,3,1,44,3,16,0,0,70,0
0,22,1,3,1,33,4,5,1,0,46,0
0,26,1,0,2,27,3,3,0,0,55,0
3,2,1,3,2,50,5,14,0,0,85,0
4,31,0,3,2,29,3,4,0,0,71,0
4,34,1,3,1,29,5,4,0,0,84,1
3,27,1,0,2,28,3,2,0,0,79,0
5,2,1,3,1,44,5,7,1,0,84,0
1,8,0,3,1,32,4,2,1,0,61,0
5,28,1,0,2,30,3,6,0,0,83,0
1,21,1,3,1,37,5,4,1,0,59,0
1,22,0,0,1,37,3,5,1,0,59,0
0,14,1,0,1,32,1,4,0,0,52,0
4,23,1,0,1,36,3,2,0,0,66,0
4,2,0,3,2,34,3,4,1,0,62,0
6,8,0,3,1,30,3,3,0,0,65,0
3,2,1,0,1,26,,1,1,1,81,1
0,29,1,0,1,31,1,2,0,0,51,0
3,2,1,1,1,41,5,7,0,0,83,0
1,2,1,0,1,33,2,7,0,0,57,0
1,20,1,3,1,25,4,3,0,0,58,0
1,7,0,0,1,39,3,6,1,0,58,0
4,12,0,0,1,31,3,6,0,0,70,0
3,2,0,0,1,56,2,16,0,0,79,0
0,14,1,3,1,30,1,3,0,0,50,0
1,4,1,3,2,29,5,5,1,0,63,1
0,9,1,0,1,31,4,3,0,0,50,0
9,31,1,0,2,28,4,2,0,0,82,0
5,20,1,3,2,30,2,3,0,0,82,0
5,11,1,0,1,30,1,2,0,0,84,0
4,7,0,3,1,29,4,6,1,0,65,0
1,19,0,3,1,31,3,3,1,0,60,0
5,25,1,3,1,30,3,6,1,0,84,1
4,2,1,0,1,26,,1,0,0,72,0
1,16,1,0,1,44,5,4,1,0,60,0
4,24,0,3,1,31,1,6,0,0,70,0
3,33,0,3,1,35,4,3,0,0,77,0
4,23,1,3,1,41,3,3,0,0,73,0
0,25,1,3,1,33,5,7,1,0,47,0
3,31,1,0,1,33,5,4,1,0,81,0
1,2,1,0,1,26,5,3,0,0,60,0
0,13,1,0,1,47,4,19,0,0,48,0
0,11,1,0,1,28,5,5,1,0,51,0
0,13,1,3,1,32,1,5,0,0,52,0
0,24,1,3,1,36,3,10,0,0,50,0
4,7,0,3,2,39,3,5,0,0,68,0
3,7,0,3,1,29,5,2,1,0,81,0
0,2,1,0,3,45,3,6,0,0,47,0
1,2,1,0,1,48,2,4,0,0,58,0
7,2,1,3,2,32,3,5,0,0,49,0
1,2,0,3,1,39,2,5,0,0,63,0
1,2,1,3,1,53,4,19,1,0,57,0
0,22,1,3,1,42,3,4,0,0,53,0
6,2,0,3,2,35,5,4,0,0,59,0
5,34,1,0,1,30,1,4,0,0,82,0
5,27,1,3,1,31,4,6,1,0,86,0
1,8,1,3,1,26,5,3,0,0,56,0
0,7,1,3,1,35,5,3,1,1,45,1
0,7,1,0,1,45,1,5,0,0,52,0
4,27,1,0,5,37,3,9,0,0,64,0
1,2,0,3,1,42,5,10,1,0,59,0
0,7,1,3,1,43,5,14,1,0,50,0
1,11,1,3,1,27,5,2,1,0,58,0
0,34,1,3,1,26,,1,1,0,48,0
0,15,1,0,1,38,1,10,0,0,50,0
5,9,1,3,1,31,4,5,1,0,82,0
1,15,0,0,1,30,2,2,0,0,64,0
4,2,0,0,1,37,4,11,0,0,70,0
0,16,1,3,1,35,1,4,0,0,48,0
1,7,0,0,2,38,5,4,1,0,63,0
9,22,1,0,3,30,5,2,0,0,85,0
3,7,1,0,1,30,,1,1,0,78,1
0,30,1,0,2,28,3,2,0,0,52,0
1,13,1,3,1,42,4,7,0,0,59,0
4,22,1,0,1,33,2,7,0,0,68,0
0,11,1,3,1,39,4,4,0,0,45,0
0,7,1,0,1,33,2,7,1,0,49,0
3,13,0,3,1,43,4,6,0,0,81,0
1,14,0,0,1,30,4,7,0,0,59,0
5,15,1,0,1,37,3,3,1,0,85,0
3,31,1,3,1,33,4,6,1,1,81,0
0,1,1,0,1,38,5,10,0,0,49,0
5,22,0,0,2,27,3,3,1,0,85,1
1,22,0,0,1,24,5,2,0,0,55,0
1,16,0,0,1,35,2,10,0,0,58,0
1,2,1,3,2,42,5,2,1,0,57,0
0,28,1,3,1,32,3,7,0,0,53,0
0,26,1,3,2,25,3,2,0,0,45,0
4,2,0,3,1,35,5,6,1,0,67,0
3,2,0,0,1,54,3,24,0,0,75,0
0,32,1,3,1,33,2,3,0,0,45,0
0,22,0,0,1,27,,1,0,0,48,0
5,31,1,3,2,28,3,2,1,0,86,1
7,23,0,3,1,36,3,8,0,0,44,0
4,2,0,3,3,51,3,7,1,0,72,0
1,11,0,0,2,31,3,2,0,0,57,0
0,26,1,3,2,25,1,4,0,0,47,0
7,2,1,0,1,45,3,3,0,0,51,0
6,7,1,0,1,31,3,4,0,0,64,0
7,14,1,3,1,39,3,11,0,0,53,0
4,15,0,3,1,39,4,5,1,0,73,0
4,26,0,3,1,25,2,2,1,0,66,0
1,4,0,0,1,37,5,8,1,1,99,1
3,20,1,3,1,29,5,3,1,0,80,0
0,6,1,3,1,27,1,5,0,0,52,0
1,2,1,3,1,27,4,3,0,0,59,0
0,11,1,3,1,47,4,6,0,0,51,0
6,2,1,0,1,36,4,3,0,0,55,0
1,8,1,3,1,35,5,9,1,0,58,0
0,8,1,0,1,35,3,8,0,0,51,0
3,2,0,0,2,32,3,5,1,0,82,0
0,23,1,0,1,26,,1,0,0,47,0
6,28,1,3,1,33,3,3,1,1,60,1
0,10,0,0,1,32,2,5,0,0,56,0
4,19,1,3,1,41,5,4,1,0,73,0
0,22,1,0,1,26,4,2,1,0,53,0
6,13,1,0,1,40,5,4,0,0,58,0
1,3,0,0,1,31,3,4,0,0,55,0
3,7,1,3,1,25,3,2,0,0,78,0
8,2,1,3,1,58,3,15,1,0,60,0
0,32,0,3,1,27,1,4,0,0,53,0
0,27,1,3,1,29,5,5,1,0,52,0
0,22,1,0,2,33,4,8,0,0,46,0
7,2,0,3,1,28,,1,0,0,43,0
1,26,0,3,1,32,4,2,1,0,59,0
6,7,0,0,1,36,5,2,1,0,57,0
4,2,0,3,1,37,3,3,0,0,72,0
7,32,1,3,1,30,5,7,1,0,51,0
3,23,1,0,1,43,2,7,0,0,77,0
3,29,0,3,1,31,3,5,1,0,81,0
9,31,1,3,2,34,4,4,0,0,86,0
1,2,1,0,1,45,4,18,1,0,61,0
5,22,1,3,2,30,3,6,0,0,80,0
5,15,1,0,3,39,3,6,0,0,84,0
3,17,1,3,1,34,5,5,1,0,81,0
3,15,1,3,1,36,2,8,0,0,86,0
3,26,1,0,1,25,4,3,0,0,80,0
0,32,1,0,1,28,4,4,0,0,45,0
6,12,1,3,1,31,2,5,0,0,60,0
4,2,0,3,1,49,5,7,1,0,73,0
3,7,0,3,1,39,4,4,1,0,78,1
0,31,1,0,1,49,3,19,0,0,50,0
4,22,0,0,1,37,3,9,0,0,67,0
3,26,0,0,1,38,2,5,1,0,79,0
1,2,1,3,1,38,4,10,0,0,59,0
0,22,1,0,1,44,1,9,0,0,54,0
3,22,1,1,1,30,4,2,1,0,84,0
5,13,1,3,1,34,2,6,0,0,86,0
6,2,1,0,2,25,,1,1,0,60,0
1,2,0,0,2,34,5,7,0,0,61,0
3,22,0,0,1,35,1,4,0,0,81,0
4,17,0,3,1,38,2,4,0,0,65,0
4,26,0,3,1,40,3,7,0,0,68,0
8,2,0,3,1,52,3,4,1,1,55,0
0,7,1,0,1,60,2,12,0,0,48,0
0,27,1,0,6,27,,1,0,0,58,0
1,22,1,3,1,32,2,5,1,0,62,0
7,26,1,3,1,28,2,2,1,0,52,1
0,9,1,0,1,28,1,3,0,0,52,0
1,2,0,0,2,51,5,16,1,0,62,0
0,2,1,0,1,33,4,5,0,0,49,0
0,28,0,3,1,31,3,1,0,0,47,0
0,28,1,3,1,26,2,3,0,0,54,0
0,29,1,3,1,30,,1,1,0,47,0
1,13,0,0,1,29,5,2,1,0,60,0
6,6,1,0,3,31,4,3,0,0,65,0
1,22,1,0,1,43,2,11,0,0,57,0
0,27,1,0,1,32,1,6,1,0,47,0
1,7,1,0,1,33,3,4,0,0,74,1
0,31,1,0,1,30,1,3,0,0,48,0
0,2,1,0,1,23,,1,0,0,44,0
4,2,0,0,1,28,3,4,0,0,68,0
7,2,0,0,1,43,5,11,1,0,51,0
1,2,1,3,1,44,4,15,0,0,55,0
5,22,0,3,1,33,3,2,0,0,84,0
0,29,1,3,1,31,2,7,0,0,50,0
0,5,1,3,1,37,1,10,0,0,48,0
3,7,0,3,2,32,3,6,0,0,79,0
3,16,0,0,1,37,3,11,0,0,79,0
0,27,1,0,1,37,3,5,0,0,49,0
0,25,1,3,1,28,,1,0,0,46,0
1,4,1,0,2,35,3,9,0,0,56,0
1,32,1,3,1,36,4,3,1,0,74,1
3,7,1,0,2,39,3,5,1,0,78,0
1,20,0,3,1,30,5,5,0,0,56,0
1,4,0,3,1,26,3,5,0,0,60,0
0,22,1,3,1,27,3,3,0,0,51,0
5,22,1,1,1,32,3,3,1,1,78,1
1,26,1,3,1,42,3,12,0,0,55,0
5,20,1,0,1,30,,1,0,0,84,0
9,4,1,0,1,35,5,7,0,0,89,0
3,27,1,3,1,28,2,2,0,0,79,0
7,2,0,0,1,27,5,5,1,0,46,0
1,7,0,0,1,38,3,9,0,0,62,0
1,9,1,0,1,27,3,2,0,0,65,0
1,15,1,0,1,43,2,3,0,0,59,0
0,2,0,0,1,34,5,9,0,0,49,0
3,2,1,3,1,38,3,8,0,0,77,0
1,27,0,0,1,25,1,2,0,0,57,0
3,26,1,3,1,35,1,6,1,0,77,1
0,34,1,0,1,29,1,5,0,0,48,0
0,26,1,3,1,40,1,6,0,0,55,0
3,27,0,0,1,35,1,4,1,0,83,0
5,22,1,3,1,34,3,3,0,0,89,1
4,2,0,0,1,37,1,2,0,0,64,0
9,11,1,0,1,29,3,2,1,0,84,0
3,8,1,3,1,39,1,8,0,0,77,0
4,17,1,0,1,50,3,8,0,0,71,0
7,22,0,0,1,25,5,2,1,0,47,0
0,27,1,3,1,40,2,10,0,0,49,0
0,4,0,3,1,30,3,8,1,0,50,1
4,20,0,3,1,33,2,3,1,0,69,1
4,28,0,3,1,32,3,3,0,0,70,0
3,22,1,0,1,39,2,7,0,0,78,0
1,4,1,3,1,52,4,10,0,0,60,0
4,7,0,3,1,29,5,4,1,0,72,1
1,2,1,0,1,48,5,17,1,0,58,0
3,16,1,3,2,38,1,8,1,0,81,0
0,26,1,3,1,44,3,10,0,0,49,0
0,7,1,0,1,42,5,11,1,0,54,1
0,2,1,3,1,29,4,2,0,0,47,0
4,4,0,3,1,34,4,7,0,0,70,0
0,30,1,3,1,39,4,8,0,0,47,0
0,2,0,0,1,38,2,8,0,0,51,0
3,33,1,3,1,47,3,16,0,0,80,0
1,16,1,3,1,29,3,3,0,0,66,0
0,2,0,0,1,36,2,7,0,0,50,0
3,2,1,0,1,29,1,6,1,0,77,0
7,2,1,3,1,34,3,7,0,0,55,0
0,2,1,0,1,28,,1,0,0,47,0
3,26,1,3,2,27,3,1,0,0,77,0
7,6,1,3,1,29,1,3,0,0,51,0
4,17,0,3,1,36,3,4,0,0,81,1
0,14,0,0,1,29,4,3,0,0,52,0
5,22,1,0,2,28,,1,1,0,89,0
5,13,1,3,1,26,3,4,0,0,85,0
4,2,0,3,3,22,,1,0,0,66,0
5,15,1,3,3,35,5,3,0,0,86,0
3,2,0,1,1,49,5,6,0,0,80,0
3,22,1,0,1,33,5,2,1,0,79,0
0,2,1,1,1,30,,1,1,0,50,0
1,22,1,3,1,43,4,3,0,0,59,0
0,4,1,3,1,44,4,12,0,0,50,0
0,31,1,0,1,25,4,3,0,0,47,0
0,28,1,3,1,25,4,3,1,0,64,1
0,2,1,3,3,53,3,12,0,0,50,0
1,26,1,3,1,36,3,9,0,0,62,0
4,7,0,0,2,50,5,13,1,0,69,0
0,11,1,0,1,31,4,4,1,0,48,0
0,22,1,3,2,36,1,4,0,0,49,0
0,22,1,0,1,24,1,2,0,0,48,0
9,4,1,3,1,32,5,5,1,0,78,0
0,2,0,0,1,51,1,13,0,0,51,0
5,29,1,0,1,29,5,3,1,0,87,0
6,4,1,0,1,29,,1,1,0,55,0
8,2,0,3,1,32,,1,0,0,63,0
1,15,0,3,2,42,5,5,1,0,61,1
5,31,1,3,1,26,5,2,1,0,87,0
4,21,1,0,3,43,5,2,0,0,70,0
5,22,1,3,1,31,3,4,0,0,85,0
4,2,0,3,1,46,1,5,0,0,68,0
0,4,1,3,1,38,4,6,0,0,46,0
0,7,1,0,2,33,4,7,0,0,51,0
1,17,1,0,1,33,5,3,1,0,63,0
5,31,1,3,1,27,,1,0,0,91,0
5,2,0,3,1,30,4,5,0,0,91,0
3,16,0,3,2,28,3,3,0,0,82,0
4,15,1,3,1,44,5,5,1,0,72,0
1,14,1,3,2,37,3,3,0,0,61,0
1,2,0,0,1,37,3,9,0,0,61,0
3,2,0,0,1,50,3,23,1,0,80,0
3,17,1,3,1,36,4,5,1,0,78,1
0,18,1,3,1,28,3,2,0,0,47,0
5,7,1,3,3,28,5,5,1,0,80,0
6,22,0,3,1,28,5,5,1,0,57,0
0,22,1,0,1,27,,1,0,0,47,0
8,2,1,0,1,30,,1,0,0,63,0
1,7,0,3,2,43,4,5,1,0,62,0
3,13,1,3,1,49,3,16,0,0,78,0
0,29,1,0,1,35,3,10,0,0,49,0
0,25,1,3,1,26,,1,0,0,51,0
0,30,1,3,1,33,3,8,0,0,48,0
1,7,1,0,1,35,5,9,1,0,65,0
3,16,0,3,1,39,3,10,0,0,81,0
3,7,1,3,1,34,4,3,1,0,81,0
5,15,1,0,1,36,5,5,0,0,79,0
3,2,1,0,2,44,5,7,1,0,78,0
5,34,1,3,1,29,3,3,0,0,87,0
0,13,1,0,1,47,5,11,1,0,50,0
3,4,1,3,1,30,5,3,1,0,77,1
0,4,1,3,1,40,3,4,0,0,52,0
1,7,0,0,1,47,3,20,0,0,63,0
0,31,1,0,2,27,4,4,0,0,48,0
1,7,0,3,1,46,3,8,0,0,57,0
0,2,1,0,1,55,5,5,1,0,53,0
0,17,1,3,1,40,1,10,0,0,48,0
0,7,1,3,1,40,3,4,0,0,52,0
3,13,1,0,1,28,3,5,0,0,77,0
4,2,0,3,1,40,5,11,1,0,73,0
5,7,1,3,2,32,3,7,1,0,85,0
0,10,1,3,1,53,3,14,1,0,51,0
0,29,1,3,1,33,1,4,0,0,50,0
5,28,1,0,3,28,,1,1,0,78,0
0,22,1,0,1,45,4,12,0,0,47,0
1,13,0,3,2,30,3,5,1,0,53,0
0,13,1,3,1,32,5,8,1,0,51,0
5,7,1,0,2,32,3,6,0,0,84,0
3,14,0,3,1,41,3,5,0,0,75,0
4,2,0,3,1,46,4,16,1,0,74,0
4,22,1,0,1,28,,1,1,0,72,0
5,2,1,0,1,39,4,9,0,0,81,0
1,4,1,3,1,37,3,4,1,0,56,0
4,15,1,3,1,37,3,7,0,0,70,0
0,22,1,0,1,36,4,4,1,0,54,0
3,13,1,3,1,53,4,17,0,0,81,0
3,26,1,0,1,30,1,3,0,0,77,0
8,34,1,3,1,27,3,3,0,0,63,0
0,28,1,3,1,36,3,2,1,0,45,1
1,2,0,3,1,47,3,17,0,0,55,0
1,23,0,3,1,41,5,13,1,0,62,0
1,22,1,3,1,25,3,3,0,0,55,0
3,14,0,0,1,34,3,8,0,0,78,0
5,29,1,0,1,33,1,2,0,0,87,0
5,31,1,3,4,37,3,12,1,0,83,0
0,15,1,3,1,36,4,4,0,0,51,0
1,29,1,3,1,40,4,5,1,0,54,0
1,7,1,3,1,46,4,5,0,0,62,0
7,2,0,0,1,20,,1,0,0,47,0
5,2,1,3,2,37,3,3,0,0,82,0
6,15,1,3,1,35,3,4,0,0,63,0
3,26,1,0,1,39,5,5,0,0,77,0
9,2,1,0,1,35,3,7,0,0,86,0
1,1,0,0,1,36,5,8,1,0,53,0
0,3,1,3,1,32,5,5,1,0,47,1
0,25,1,3,1,27,,1,1,0,53,0
3,13,1,3,1,26,4,2,1,0,78,0
0,13,1,0,1,32,1,5,0,0,50,0
5,30,1,3,1,26,5,2,0,0,82,0
3,2,1,3,1,41,5,7,0,0,75,0
7,32,0,0,1,29,3,5,0,0,50,0
1,4,0,0,1,39,5,9,1,0,61,1
3,26,0,0,1,26,,1,0,0,79,0
3,15,0,3,1,31,3,5,0,0,82,0
1,27,0,3,2,29,5,5,1,0,58,0
1,34,1,3,1,31,3,6,0,0,58,0
0,30,1,3,3,44,1,7,0,0,40,0
3,2,0,0,1,39,3,9,0,0,78,0
0,31,1,0,1,51,3,12,0,0,47,0
0,15,1,0,1,34,5,10,0,0,51,0
4,2,1,3,6,28,3,3,0,0,71,0
5,29,1,0,1,30,3,2,0,0,81,0
5,22,1,3,1,28,,1,1,0,86,1
0,22,1,0,1,28,3,2,0,0,52,0
0,5,1,0,1,35,4,5,0,0,46,0
0,7,1,0,1,42,2,7,0,0,45,0
1,2,1,0,1,57,3,14,0,0,61,0
1,22,1,0,1,27,1,4,0,0,59,0
4,2,0,0,3,39,3,10,0,0,73,0
3,31,0,0,1,36,3,7,0,0,79,0
0,7,1,0,1,42,3,2,0,0,49,0
0,26,1,0,1,39,3,5,0,0,51,0
6,2,0,0,1,52,5,8,0,0,59,0
0,22,1,1,1,29,3,2,1,0,55,1
4,2,1,0,2,31,4,7,1,0,67,0
1,2,0,3,1,52,4,4,0,0,60,0
0,7,1,0,1,39,4,7,1,0,50,0
1,22,0,3,1,31,3,2,0,0,58,0
0,13,0,0,1,36,3,13,0,0,52,0
0,32,1,0,1,30,3,5,0,0,46,0
1,22,1,0,1,27,5,4,0,0,68,1
3,31,1,3,1,24,3,2,1,0,77,0
3,7,0,3,1,41,4,8,1,1,93,1
4,2,0,3,1,50,3,4,0,0,69,0
0,2,1,3,3,45,3,16,0,0,51,0
0,15,1,3,1,45,5,7,0,0,49,0
1,23,1,3,1,32,4,7,0,0,54,0
4,2,1,0,2,46,3,13,1,0,75,0
0,13,1,1,1,30,5,2,1,0,51,0
3,24,1,3,1,31,1,4,0,0,80,0
1,2,0,1,3,31,5,7,1,0,60,0
0,30,1,0,1,28,,1,1,0,49,0
0,11,1,3,1,40,4,10,0,0,51,0
4,16,1,3,1,31,2,5,0,0,69,0
7,31,1,3,1,32,3,4,1,0,54,0
4,7,1,0,1,33,5,6,1,0,72,0
0,25,0,0,1,35,1,7,0,0,50,0
7,25,1,3,1,28,4,2,1,1,49,0
0,7,1,0,2,32,4,5,0,0,47,0
5,14,1,3,1,27,4,3,1,0,89,0
3,27,1,3,1,29,1,6,0,0,82,0
5,29,1,3,2,30,3,7,1,0,88,0
5,22,1,0,3,26,3,5,0,0,85,0
3,2,0,3,1,45,3,3,1,0,81,0
5,7,1,0,2,29,5,2,0,0,86,1
0,2,1,0,1,38,2,10,0,0,50,0
5,31,1,3,2,28,2,2,0,0,83,0
0,2,0,3,1,31,3,3,1,0,56,0
4,13,0,0,1,34,4,4,0,0,68,0
5,17,1,3,3,29,3,4,1,0,81,0
0,17,1,0,1,42,3,15,1,0,45,0
5,7,0,0,1,34,1,3,0,0,83,0
1,29,1,0,1,28,5,2,1,0,59,0
4,27,1,0,1,38,4,10,0,0,68,0
3,19,1,0,1,27,,1,1,0,77,0
0,7,0,3,1,30,1,2,0,0,52,0
5,22,1,0,1,34,3,3,1,0,83,0
1,8,1,0,1,38,3,5,0,0,61,0
5,29,1,0,1,25,,1,0,0,88,0
1,14,1,0,1,36,4,8,1,0,56,0
3,4,0,0,1,31,3,3,0,0,79,0
1,15,1,3,1,44,4,11,0,0,57,0
1,7,1,3,1,34,4,4,0,0,61,0
3,15,1,3,1,41,1,3,0,0,77,0
4,2,0,0,1,56,3,19,1,0,74,0
3,2,0,0,1,32,3,4,0,0,82,0
1,6,0,3,1,39,3,10,1,0,59,0
4,22,0,0,1,27,3,3,0,0,68,0
7,2,1,0,1,39,4,4,0,0,44,0
0,30,1,3,1,25,5,2,0,0,48,0
1,22,1,0,1,36,1,9,0,0,60,0
1,7,0,3,1,31,5,4,1,0,59,0
0,4,1,0,1,34,3,6,0,0,48,0
4,2,1,0,2,20,3,2,0,0,74,0
1,15,1,0,1,57,5,6,0,0,57,0
0,3,1,0,1,41,4,3,1,0,50,0
0,2,1,3,1,59,4,16,0,0,50,0
0,7,1,3,2,26,1,3,0,0,50,0
0,28,1,3,2,44,2,16,0,0,55,0
0,2,1,3,2,35,1,9,0,0,50,0
4,11,0,3,1,30,4,2,0,0,74,0
0,13,1,0,2,32,3,6,0,0,48,0
9,4,1,3,2,38,4,4,1,0,80,0
0,15,1,3,1,40,3,12,1,0,47,1
0,22,0,3,1,30,3,5,0,0,54,0
1,22,1,0,1,31,5,6,1,0,61,0
3,2,1,0,1,50,3,11,0,0,78,0
3,30,0,0,1,27,1,3,0,0,84,0
1,26,0,3,1,36,4,9,0,0,56,0
3,29,1,3,1,34,1,3,0,0,79,0
1,2,0,3,1,33,4,6,0,0,60,0
1,2,1,0,1,39,3,3,0,0,63,0
3,2,0,3,2,25,3,4,0,0,79,0
4,13,0,3,1,30,3,4,1,0,67,0
4,7,1,3,1,32,1,6,0,0,69,0
0,15,1,3,1,42,3,12,0,0,50,0
7,7,0,3,1,32,3,4,1,0,49,0
6,7,1,3,1,29,2,4,0,0,58,0
0,29,1,3,1,32,1,7,0,0,54,0
3,1,1,0,1,37,3,6,0,0,81,0
3,22,1,3,1,40,1,8,0,0,84,0
8,22,1,3,1,33,5,5,1,0,59,0
1,4,1,0,1,44,3,15,1,0,61,1
1,13,0,3,1,49,4,18,0,0,60,0
0,2,0,3,1,50,3,4,0,0,51,0
1,13,0,3,1,29,4,3,1,0,59,0
7,31,0,0,1,38,4,8,0,0,51,0
0,27,1,3,1,26,3,3,0,0,54,0
1,27,1,0,2,31,5,9,1,0,59,0
3,2,0,3,1,30,1,7,0,0,80,0
3,22,1,1,2,36,4,3,0,0,76,0
5,22,1,3,2,25,4,2,0,0,87,0
1,4,1,0,1,28,3,6,0,0,61,0
3,5,0,0,1,24,,1,0,0,81,1
4,7,1,3,1,44,1,10,0,0,67,0
3,7,1,0,1,34,3,6,0,0,79,0
9,30,0,3,1,30,5,4,1,0,86,0
8,2,1,3,1,44,4,2,0,0,58,0
1,2,0,0,1,41,5,6,1,0,60,0
4,2,1,3,1,58,3,31,0,0,72,0
4,2,1,3,2,54,3,16,0,0,73,0
1,7,0,0,1,34,4,9,0,0,59,0
0,22,0,3,1,25,5,3,1,0,54,0
5,22,1,3,4,27,5,3,0,0,86,0
4,22,0,3,1,33,4,8,1,0,71,0
7,26,1,3,1,28,1,2,0,0,51,0
4,15,1,0,1,33,3,6,1,0,69,0
1,16,0,3,1,35,4,7,1,0,65,0
8,2,1,0,1,30,,1,0,0,63,0
1,20,1,0,1,27,3,4,0,0,54,0
6,22,1,0,1,25,4,4,0,0,63,0
8,27,1,3,1,28,1,3,1,0,60,0
4,17,1,0,1,60,3,21,0,0,65,0
4,10,1,0,1,32,3,7,0,0,72,0
1,2,0,0,1,42,3,12,0,0,61,0
9,29,1,0,1,29,3,3,1,0,79,0
3,11,1,3,2,35,3,10,0,0,83,0
3,2,1,0,1,57,2,29,0,0,78,0
4,4,1,0,1,38,2,4,1,0,71,0
4,22,0,3,1,35,2,3,0,0,70,0
3,28,1,3,1,28,5,4,0,1,91,1
5,1,1,0,2,27,5,4,1,1,78,0
1,15,1,3,1,24,,1,0,0,59,0
3,6,1,0,1,28,,1,1,0,76,0
5,4,1,0,1,31,5,7,1,0,84,0
1,22,1,3,1,27,4,4,1,0,62,0
1,22,0,0,3,36,2,4,0,0,78,1
0,31,1,0,1,24,,1,0,0,53,0
3,2,1,0,1,31,3,5,0,0,83,0
0,26,1,3,2,28,5,6,0,0,50,0
3,2,1,3,1,26,3,4,0,0,80,0
0,15,1,3,1,39,2,4,0,0,48,0
4,32,1,3,1,34,3,11,0,0,75,0
3,24,1,0,1,34,3,8,0,0,78,0
4,13,0,0,1,40,4,12,1,0,68,0
3,7,0,0,2,33,4,7,0,0,82,0
9,4,1,3,1,42,4,8,1,0,85,1
3,4,1,0,2,30,4,2,0,0,83,0
1,2,1,3,2,28,5,7,0,0,63,0
0,14,1,3,1,26,,1,0,0,47,0
0,33,1,3,1,34,1,8,0,0,47,0
1,22,1,3,1,46,2,6,0,0,65,0
1,2,1,3,1,36,5,8,0,0,58,0
1,27,0,3,1,23,2,2,0,0,58,0
3,2,0,0,2,57,3,2,0,0,82,0
4,15,1,1,1,36,4,3,1,0,68,0
0,2,0,3,2,26,4,3,0,0,50,0
0,14,1,0,1,25,,1,0,0,51,0
4,21,1,3,1,31,1,7,0,0,69,0
1,13,1,3,1,31,3,7,1,0,61,0
3,26,0,3,1,32,4,7,0,0,77,0
0,15,1,3,1,33,4,8,1,0,52,0
0,13,1,3,1,33,3,5,1,0,50,0
5,19,1,3,1,35,3,7,0,0,84,0
1,15,1,1,1,36,4,7,1,0,58,0
8,7,1,0,1,54,3,7,0,1,54,0
0,2,1,3,2,35,5,9,1,0,49,0
4,2,0,3,1,44,3,15,0,0,69,0
0,11,1,3,1,31,3,8,0,0,50,0
0,24,1,3,1,33,,1,0,0,48,0
7,28,1,3,1,33,3,4,0,0,51,0
4,19,0,0,1,31,4,3,1,0,68,0
5,29,1,0,1,27,4,3,1,0,86,0
5,16,1,3,2,30,5,4,1,0,88,0
5,22,1,3,1,41,3,12,0,0,88,0
6,26,1,3,1,33,5,4,1,0,62,0
1,27,1,3,1,28,5,2,1,0,62,0
3,13,1,0,2,35,1,7,0,0,81,0
1,2,0,0,1,43,3,4,0,0,64,0
